INFO  | 02/13/2023 12:20:33 AM | File run_exp.py           | Line 28    | Writing log file to /home/mtnusf97/projects/def-cannoj9/mtnusf97/CTRNN/experiments/ctrnn_v2/beats_chain/CTRNN_beats_chain_full_sine_beatsn10_targetsn10_dt0.01_2023-Feb-13-00-20-33_2965118/log_exp_2965118_train.txt
INFO  | 02/13/2023 12:20:33 AM | File run_exp.py           | Line 29    | Exp instance id = 2965118
INFO  | 02/13/2023 12:20:33 AM | File run_exp.py           | Line 30    | Exp comment = None
INFO  | 02/13/2023 12:20:33 AM | File run_exp.py           | Line 31    | Config =
INFO  | 02/13/2023 12:20:40 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000000 = 0.5903871655464172
INFO  | 02/13/2023 12:20:41 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000001 = 0.5082980990409851
INFO  | 02/13/2023 12:20:42 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000002 = 0.5159913301467896
INFO  | 02/13/2023 12:20:43 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000003 = 0.5407944321632385
INFO  | 02/13/2023 12:20:44 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000004 = 0.5367300510406494
INFO  | 02/13/2023 12:20:45 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000005 = 0.5178331136703491
INFO  | 02/13/2023 12:20:46 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000006 = 0.5039367079734802
INFO  | 02/13/2023 12:20:47 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000007 = 0.5028576850891113
INFO  | 02/13/2023 12:20:48 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000008 = 0.510470449924469
INFO  | 02/13/2023 12:20:49 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000009 = 0.5169004797935486
INFO  | 02/13/2023 12:20:50 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000010 = 0.5162779688835144
INFO  | 02/13/2023 12:20:51 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000011 = 0.5098155736923218
INFO  | 02/13/2023 12:20:52 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000012 = 0.5027347207069397
INFO  | 02/13/2023 12:20:52 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000013 = 0.4990846812725067
INFO  | 02/13/2023 12:20:53 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000014 = 0.5003198385238647
INFO  | 02/13/2023 12:20:54 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000015 = 0.5035622715950012
INFO  | 02/13/2023 12:20:55 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000016 = 0.5057836174964905
INFO  | 02/13/2023 12:20:56 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000017 = 0.5046164393424988
INFO  | 02/13/2023 12:20:57 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000018 = 0.5011062622070312
INFO  | 02/13/2023 12:20:58 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000019 = 0.4974871277809143
INFO  | 02/13/2023 12:20:59 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000020 = 0.4958575367927551
INFO  | 02/13/2023 12:21:00 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000021 = 0.49639856815338135
INFO  | 02/13/2023 12:21:01 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000022 = 0.49797406792640686
INFO  | 02/13/2023 12:21:02 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000023 = 0.4985871911048889
INFO  | 02/13/2023 12:21:03 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000024 = 0.49751371145248413
INFO  | 02/13/2023 12:21:04 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000025 = 0.49514949321746826
INFO  | 02/13/2023 12:21:05 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000026 = 0.4933898150920868
INFO  | 02/13/2023 12:21:06 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000027 = 0.49242570996284485
INFO  | 02/13/2023 12:21:07 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000028 = 0.49266719818115234
INFO  | 02/13/2023 12:21:08 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000029 = 0.4931003749370575
INFO  | 02/13/2023 12:21:09 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000030 = 0.4929910898208618
INFO  | 02/13/2023 12:21:10 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000031 = 0.4916656017303467
INFO  | 02/13/2023 12:21:11 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000032 = 0.49012041091918945
INFO  | 02/13/2023 12:21:12 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000033 = 0.48907801508903503
INFO  | 02/13/2023 12:21:13 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000034 = 0.48876944184303284
INFO  | 02/13/2023 12:21:14 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000035 = 0.4890574812889099
INFO  | 02/13/2023 12:21:15 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000036 = 0.48863351345062256
INFO  | 02/13/2023 12:21:16 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000037 = 0.48760026693344116
INFO  | 02/13/2023 12:21:17 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000038 = 0.4862803518772125
INFO  | 02/13/2023 12:21:18 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000039 = 0.485502153635025
INFO  | 02/13/2023 12:21:22 AM | File beats_chain_ctrnn_runner.py | Line 144   | Validation Loss @ epoch 0001 = 0.48513772785663606
INFO  | 02/13/2023 12:21:22 AM | File beats_chain_ctrnn_runner.py | Line 152   | Saving Snapshot @ epoch 0001
INFO  | 02/13/2023 12:21:22 AM | File beats_chain_ctrnn_runner.py | Line 163   | Avg training Loss @ the end of epoch 0001 = 0.5031937502324582
INFO  | 02/13/2023 12:21:23 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000000 = 0.4850161373615265
INFO  | 02/13/2023 12:21:24 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000001 = 0.4847078323364258
INFO  | 02/13/2023 12:21:25 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000002 = 0.4841834008693695
INFO  | 02/13/2023 12:21:26 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000003 = 0.48366668820381165
INFO  | 02/13/2023 12:21:27 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000004 = 0.4824696481227875
INFO  | 02/13/2023 12:21:28 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000005 = 0.4817090928554535
INFO  | 02/13/2023 12:21:29 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000006 = 0.481366902589798
INFO  | 02/13/2023 12:21:30 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000007 = 0.48063597083091736
INFO  | 02/13/2023 12:21:31 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000008 = 0.4797634482383728
INFO  | 02/13/2023 12:21:32 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000009 = 0.4789314568042755
INFO  | 02/13/2023 12:21:33 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000010 = 0.4780746400356293
INFO  | 02/13/2023 12:21:34 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000011 = 0.4778009355068207
INFO  | 02/13/2023 12:21:35 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000012 = 0.47687020897865295
INFO  | 02/13/2023 12:21:36 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000013 = 0.4759345054626465
INFO  | 02/13/2023 12:21:37 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000014 = 0.4746195375919342
INFO  | 02/13/2023 12:21:38 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000015 = 0.474568635225296
INFO  | 02/13/2023 12:21:39 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000016 = 0.47369056940078735
INFO  | 02/13/2023 12:21:40 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000017 = 0.4724956154823303
INFO  | 02/13/2023 12:21:41 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000018 = 0.47194114327430725
INFO  | 02/13/2023 12:21:42 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000019 = 0.4706042408943176
INFO  | 02/13/2023 12:21:43 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000020 = 0.4700162708759308
INFO  | 02/13/2023 12:21:44 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000021 = 0.4701439440250397
INFO  | 02/13/2023 12:21:45 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000022 = 0.46808871626853943
INFO  | 02/13/2023 12:21:46 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000023 = 0.4673447012901306
INFO  | 02/13/2023 12:21:47 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000024 = 0.46633562445640564
INFO  | 02/13/2023 12:21:48 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000025 = 0.46538442373275757
INFO  | 02/13/2023 12:21:49 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000026 = 0.4643920063972473
INFO  | 02/13/2023 12:21:50 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000027 = 0.46375328302383423
INFO  | 02/13/2023 12:21:51 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000028 = 0.4623255729675293
INFO  | 02/13/2023 12:21:52 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000029 = 0.460748553276062
INFO  | 02/13/2023 12:21:53 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000030 = 0.4602418839931488
INFO  | 02/13/2023 12:21:54 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000031 = 0.4590242803096771
INFO  | 02/13/2023 12:21:55 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000032 = 0.4576856791973114
INFO  | 02/13/2023 12:21:56 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000033 = 0.4569653272628784
INFO  | 02/13/2023 12:21:57 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000034 = 0.4555511772632599
INFO  | 02/13/2023 12:21:58 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000035 = 0.45409640669822693
INFO  | 02/13/2023 12:21:59 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000036 = 0.4529167711734772
INFO  | 02/13/2023 12:22:00 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000037 = 0.45162761211395264
INFO  | 02/13/2023 12:22:01 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000038 = 0.4496723711490631
INFO  | 02/13/2023 12:22:02 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0002 iteration 00000039 = 0.44884613156318665
INFO  | 02/13/2023 12:22:06 AM | File beats_chain_ctrnn_runner.py | Line 144   | Validation Loss @ epoch 0002 = 0.4476800113916397
INFO  | 02/13/2023 12:22:06 AM | File beats_chain_ctrnn_runner.py | Line 152   | Saving Snapshot @ epoch 0002
INFO  | 02/13/2023 12:22:06 AM | File beats_chain_ctrnn_runner.py | Line 163   | Avg training Loss @ the end of epoch 0002 = 0.46935528367757795
INFO  | 02/13/2023 12:22:07 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0003 iteration 00000000 = 0.44705134630203247
INFO  | 02/13/2023 12:22:08 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0003 iteration 00000001 = 0.44674527645111084
INFO  | 02/13/2023 12:22:09 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0003 iteration 00000002 = 0.44466108083724976
INFO  | 02/13/2023 12:22:10 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0003 iteration 00000003 = 0.4430922865867615
INFO  | 02/13/2023 12:22:11 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0003 iteration 00000004 = 0.44076988101005554
INFO  | 02/13/2023 12:22:12 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0003 iteration 00000005 = 0.4404439330101013
