INFO  | 02/13/2023 12:57:12 AM | File run_exp.py           | Line 28    | Writing log file to /home/mtnusf97/projects/def-cannoj9/mtnusf97/CTRNN/experiments/ctrnn_v2/beats_chain/CTRNN_beats_chain_half_sine_beatsn10_targetsn11_dt0.001_2023-Feb-13-00-57-12_2238176/log_exp_2238176_train.txt
INFO  | 02/13/2023 12:57:12 AM | File run_exp.py           | Line 29    | Exp instance id = 2238176
INFO  | 02/13/2023 12:57:12 AM | File run_exp.py           | Line 30    | Exp comment = None
INFO  | 02/13/2023 12:57:12 AM | File run_exp.py           | Line 31    | Config =
INFO  | 02/13/2023 12:57:29 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000000 = 0.5890586376190186
INFO  | 02/13/2023 12:57:39 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000001 = 0.5055593252182007
INFO  | 02/13/2023 12:57:50 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000002 = 0.5123765468597412
INFO  | 02/13/2023 12:58:00 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000003 = 0.5381973385810852
INFO  | 02/13/2023 12:58:11 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000004 = 0.5352029204368591
INFO  | 02/13/2023 12:58:21 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000005 = 0.5167480111122131
INFO  | 02/13/2023 12:58:32 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000006 = 0.5024381875991821
INFO  | 02/13/2023 12:58:42 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000007 = 0.5009581446647644
INFO  | 02/13/2023 12:58:53 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000008 = 0.5087910890579224
INFO  | 02/13/2023 12:59:03 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000009 = 0.5161232352256775
INFO  | 02/13/2023 12:59:14 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000010 = 0.5165234208106995
INFO  | 02/13/2023 12:59:24 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000011 = 0.5108225345611572
INFO  | 02/13/2023 12:59:35 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000012 = 0.5038702487945557
INFO  | 02/13/2023 12:59:45 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000013 = 0.500164270401001
INFO  | 02/13/2023 12:59:55 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000014 = 0.5011278986930847
INFO  | 02/13/2023 01:00:06 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000015 = 0.5047810077667236
INFO  | 02/13/2023 01:00:16 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000016 = 0.5076730251312256
INFO  | 02/13/2023 01:00:27 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000017 = 0.5076355338096619
INFO  | 02/13/2023 01:00:37 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000018 = 0.5050075650215149
INFO  | 02/13/2023 01:00:48 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000019 = 0.5018132925033569
INFO  | 02/13/2023 01:00:58 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000020 = 0.5000767707824707
INFO  | 02/13/2023 01:01:09 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000021 = 0.5005044937133789
INFO  | 02/13/2023 01:01:19 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000022 = 0.5022321939468384
INFO  | 02/13/2023 01:01:30 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000023 = 0.5036608576774597
INFO  | 02/13/2023 01:01:40 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000024 = 0.5037116408348083
INFO  | 02/13/2023 01:01:50 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000025 = 0.5024691224098206
INFO  | 02/13/2023 01:02:01 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000026 = 0.500889778137207
INFO  | 02/13/2023 01:02:11 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000027 = 0.500031590461731
INFO  | 02/13/2023 01:02:22 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000028 = 0.5002619028091431
INFO  | 02/13/2023 01:02:32 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000029 = 0.5011475682258606
INFO  | 02/13/2023 01:02:42 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000030 = 0.5018446445465088
