INFO  | 02/13/2023 01:03:55 AM | File run_exp.py           | Line 28    | Writing log file to /home/mtnusf97/projects/def-cannoj9/mtnusf97/CTRNN/experiments/ctrnn_v2/beats_chain/CTRNN_beats_chain_half_sine_beatsn10_targetsn11_dt0.01_2023-Feb-13-01-03-55_2314926/log_exp_2314926_train.txt
INFO  | 02/13/2023 01:03:55 AM | File run_exp.py           | Line 29    | Exp instance id = 2314926
INFO  | 02/13/2023 01:03:55 AM | File run_exp.py           | Line 30    | Exp comment = None
INFO  | 02/13/2023 01:03:55 AM | File run_exp.py           | Line 31    | Config =
INFO  | 02/13/2023 01:04:00 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000000 = 0.5870037078857422
INFO  | 02/13/2023 01:04:01 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000001 = 0.5050643682479858
INFO  | 02/13/2023 01:04:02 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000002 = 0.5129470825195312
INFO  | 02/13/2023 01:04:02 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000003 = 0.5380860567092896
INFO  | 02/13/2023 01:04:03 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000004 = 0.5342514514923096
INFO  | 02/13/2023 01:04:04 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000005 = 0.5156933665275574
INFO  | 02/13/2023 01:04:05 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000006 = 0.501936137676239
INFO  | 02/13/2023 01:04:06 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000007 = 0.5011686086654663
INFO  | 02/13/2023 01:04:07 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000008 = 0.5092501044273376
INFO  | 02/13/2023 01:04:08 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000009 = 0.5161995887756348
INFO  | 02/13/2023 01:04:09 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000010 = 0.5160092115402222
INFO  | 02/13/2023 01:04:10 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000011 = 0.5100531578063965
INFO  | 02/13/2023 01:04:11 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000012 = 0.503211498260498
INFO  | 02/13/2023 01:04:12 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000013 = 0.49992460012435913
INFO  | 02/13/2023 01:04:13 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000014 = 0.5013248324394226
INFO  | 02/13/2023 01:04:14 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000015 = 0.5050313472747803
INFO  | 02/13/2023 01:04:15 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000016 = 0.5075860619544983
INFO  | 02/13/2023 01:04:16 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000017 = 0.5073009133338928
INFO  | 02/13/2023 01:04:17 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000018 = 0.5044817328453064
INFO  | 02/13/2023 01:04:18 AM | File beats_chain_ctrnn_runner.py | Line 125   | Training Loss @ epoch 0001 iteration 00000019 = 0.501337468624115
