INFO  | 01/03/2023 05:30:05 PM | File run_exp.py           | Line 28    | Writing log file to experiments/ctrnn_v0/cue/CTRNN_cue_data_2023-Jan-03-17-30-05_955441/log_exp_955441_train.txt
INFO  | 01/03/2023 05:30:05 PM | File run_exp.py           | Line 29    | Exp instance id = 955441
INFO  | 01/03/2023 05:30:05 PM | File run_exp.py           | Line 30    | Exp comment = None
INFO  | 01/03/2023 05:30:05 PM | File run_exp.py           | Line 31    | Config =
INFO  | 01/03/2023 05:30:08 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000000 = 0.2503468692302704
INFO  | 01/03/2023 05:30:11 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000001 = 0.15185213088989258
INFO  | 01/03/2023 05:30:13 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000002 = 0.1275847852230072
INFO  | 01/03/2023 05:30:16 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000003 = 0.0907476544380188
INFO  | 01/03/2023 05:30:18 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000004 = 0.08419836312532425
INFO  | 01/03/2023 05:30:20 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000005 = 0.0941983237862587
INFO  | 01/03/2023 05:30:23 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000006 = 0.09995365887880325
INFO  | 01/03/2023 05:30:25 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000007 = 0.0960502102971077
INFO  | 01/03/2023 05:30:28 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000008 = 0.08855326473712921
INFO  | 01/03/2023 05:30:31 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000009 = 0.083831787109375
INFO  | 01/03/2023 05:30:33 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000010 = 0.08399876952171326
INFO  | 01/03/2023 05:30:36 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000011 = 0.08705302327871323
INFO  | 01/03/2023 05:30:38 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000012 = 0.08938782662153244
INFO  | 01/03/2023 05:30:41 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000013 = 0.08913745731115341
INFO  | 01/03/2023 05:30:43 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000014 = 0.08698371052742004
INFO  | 01/03/2023 05:30:46 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000015 = 0.08466038107872009
INFO  | 01/03/2023 05:30:50 PM | File ctrnn_runner.py      | Line 148   | Validation Loss @ epoch 0001 = 0.08343634568154812
INFO  | 01/03/2023 05:30:50 PM | File ctrnn_runner.py      | Line 156   | Saving Snapshot @ epoch 0001
INFO  | 01/03/2023 05:30:50 PM | File ctrnn_runner.py      | Line 165   | Avg training Loss @ the end of epoch 0001 = 0.10553363850340247
INFO  | 01/03/2023 05:30:53 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000000 = 0.08343634754419327
INFO  | 01/03/2023 05:30:55 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000001 = 0.08355433493852615
INFO  | 01/03/2023 05:30:58 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000002 = 0.08446726202964783
INFO  | 01/03/2023 05:31:00 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000003 = 0.08537633717060089
INFO  | 01/03/2023 05:31:03 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000004 = 0.08570920675992966
INFO  | 01/03/2023 05:31:07 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000005 = 0.08534809947013855
INFO  | 01/03/2023 05:31:10 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000006 = 0.08456839621067047
INFO  | 01/03/2023 05:31:13 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000007 = 0.08380036801099777
INFO  | 01/03/2023 05:31:17 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000008 = 0.08338116854429245
INFO  | 01/03/2023 05:31:20 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000009 = 0.0834122896194458
INFO  | 01/03/2023 05:31:24 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000010 = 0.0837564468383789
INFO  | 01/03/2023 05:31:27 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000011 = 0.08414755016565323
INFO  | 01/03/2023 05:31:31 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000012 = 0.08434640616178513
INFO  | 01/03/2023 05:31:35 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000013 = 0.08425864577293396
INFO  | 01/03/2023 05:31:39 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000014 = 0.08395715802907944
INFO  | 01/03/2023 05:31:43 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000015 = 0.08361227810382843
INFO  | 01/03/2023 05:31:49 PM | File ctrnn_runner.py      | Line 148   | Validation Loss @ epoch 0002 = 0.08338497579097748
INFO  | 01/03/2023 05:31:49 PM | File ctrnn_runner.py      | Line 156   | Saving Snapshot @ epoch 0002
INFO  | 01/03/2023 05:31:49 PM | File ctrnn_runner.py      | Line 165   | Avg training Loss @ the end of epoch 0002 = 0.08419576846063137
INFO  | 01/03/2023 05:31:51 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000000 = 0.08338497579097748
INFO  | 01/03/2023 05:31:54 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000001 = 0.08334749937057495
INFO  | 01/03/2023 05:31:58 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000002 = 0.0834653228521347
INFO  | 01/03/2023 05:32:01 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000003 = 0.08363540470600128
INFO  | 01/03/2023 05:32:04 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000004 = 0.08374983072280884
INFO  | 01/03/2023 05:32:07 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000005 = 0.08374955505132675
INFO  | 01/03/2023 05:32:10 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000006 = 0.08364438265562057
INFO  | 01/03/2023 05:32:13 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000007 = 0.08349571377038956
INFO  | 01/03/2023 05:32:15 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000008 = 0.08337712287902832
INFO  | 01/03/2023 05:32:18 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000009 = 0.08333530277013779
INFO  | 01/03/2023 05:32:21 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000010 = 0.08337070047855377
INFO  | 01/03/2023 05:32:24 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000011 = 0.08344429731369019
INFO  | 01/03/2023 05:32:27 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000012 = 0.08350422978401184
INFO  | 01/03/2023 05:32:30 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000013 = 0.0835152119398117
INFO  | 01/03/2023 05:32:34 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000014 = 0.08347474038600922
INFO  | 01/03/2023 05:32:37 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000015 = 0.08340886980295181
INFO  | 01/03/2023 05:32:42 PM | File ctrnn_runner.py      | Line 148   | Validation Loss @ epoch 0003 = 0.08335314691066742
INFO  | 01/03/2023 05:32:42 PM | File ctrnn_runner.py      | Line 156   | Saving Snapshot @ epoch 0003
INFO  | 01/03/2023 05:32:42 PM | File ctrnn_runner.py      | Line 165   | Avg training Loss @ the end of epoch 0003 = 0.0834939475171268
INFO  | 01/03/2023 05:32:45 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0004 iteration 00000000 = 0.08335314691066742
INFO  | 01/03/2023 05:32:48 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0004 iteration 00000001 = 0.08333168923854828
INFO  | 01/03/2023 05:32:51 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0004 iteration 00000002 = 0.08334619551897049
INFO  | 01/03/2023 05:32:54 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0004 iteration 00000003 = 0.08337894827127457
INFO  | 01/03/2023 05:32:57 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0004 iteration 00000004 = 0.08340573310852051
INFO  | 01/03/2023 05:33:01 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0004 iteration 00000005 = 0.08341017365455627
