INFO  | 01/03/2023 06:04:39 PM | File run_exp.py           | Line 28    | Writing log file to experiments/ctrnn_v0/cue/CTRNN_cue_data_2023-Jan-03-18-04-39_971834/log_exp_971834_train.txt
INFO  | 01/03/2023 06:04:39 PM | File run_exp.py           | Line 29    | Exp instance id = 971834
INFO  | 01/03/2023 06:04:39 PM | File run_exp.py           | Line 30    | Exp comment = None
INFO  | 01/03/2023 06:04:39 PM | File run_exp.py           | Line 31    | Config =
INFO  | 01/03/2023 06:04:42 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000000 = 0.2503468692302704
INFO  | 01/03/2023 06:04:45 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000001 = 0.24961557984352112
INFO  | 01/03/2023 06:04:47 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000002 = 0.2488858848810196
INFO  | 01/03/2023 06:04:50 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000003 = 0.2481577843427658
INFO  | 01/03/2023 06:04:52 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000004 = 0.24743135273456573
INFO  | 01/03/2023 06:04:54 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000005 = 0.24670666456222534
INFO  | 01/03/2023 06:04:57 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000006 = 0.2459837794303894
INFO  | 01/03/2023 06:04:59 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000007 = 0.24526265263557434
INFO  | 01/03/2023 06:05:02 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000008 = 0.24454332888126373
INFO  | 01/03/2023 06:05:04 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000009 = 0.24382583796977997
INFO  | 01/03/2023 06:05:07 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000010 = 0.24311015009880066
INFO  | 01/03/2023 06:05:09 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000011 = 0.24239635467529297
INFO  | 01/03/2023 06:05:12 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000012 = 0.24168448150157928
INFO  | 01/03/2023 06:05:15 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000013 = 0.24097438156604767
INFO  | 01/03/2023 06:05:18 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000014 = 0.24026624858379364
INFO  | 01/03/2023 06:05:20 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0001 iteration 00000015 = 0.23955994844436646
INFO  | 01/03/2023 06:05:26 PM | File ctrnn_runner.py      | Line 148   | Validation Loss @ epoch 0001 = 0.23885563015937805
INFO  | 01/03/2023 06:05:26 PM | File ctrnn_runner.py      | Line 156   | Saving Snapshot @ epoch 0001
INFO  | 01/03/2023 06:05:26 PM | File ctrnn_runner.py      | Line 165   | Avg training Loss @ the end of epoch 0001 = 0.2449219562113285
INFO  | 01/03/2023 06:05:28 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000000 = 0.23885563015937805
INFO  | 01/03/2023 06:05:30 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000001 = 0.23815317451953888
INFO  | 01/03/2023 06:05:33 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000002 = 0.23745261132717133
INFO  | 01/03/2023 06:05:35 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000003 = 0.23675401508808136
INFO  | 01/03/2023 06:05:37 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000004 = 0.2360573410987854
INFO  | 01/03/2023 06:05:40 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000005 = 0.23536257445812225
INFO  | 01/03/2023 06:05:42 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000006 = 0.2346697598695755
INFO  | 01/03/2023 06:05:45 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000007 = 0.23397885262966156
INFO  | 01/03/2023 06:05:47 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000008 = 0.2332899421453476
INFO  | 01/03/2023 06:05:50 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000009 = 0.23260293900966644
INFO  | 01/03/2023 06:05:53 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000010 = 0.2319178581237793
INFO  | 01/03/2023 06:05:56 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000011 = 0.23123474419116974
INFO  | 01/03/2023 06:05:59 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000012 = 0.230553537607193
INFO  | 01/03/2023 06:06:02 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000013 = 0.22987432777881622
INFO  | 01/03/2023 06:06:04 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000014 = 0.22919702529907227
INFO  | 01/03/2023 06:06:07 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0002 iteration 00000015 = 0.22852171957492828
INFO  | 01/03/2023 06:06:12 PM | File ctrnn_runner.py      | Line 148   | Validation Loss @ epoch 0002 = 0.22784827649593353
INFO  | 01/03/2023 06:06:12 PM | File ctrnn_runner.py      | Line 156   | Saving Snapshot @ epoch 0002
INFO  | 01/03/2023 06:06:12 PM | File ctrnn_runner.py      | Line 165   | Avg training Loss @ the end of epoch 0002 = 0.23365475330501795
INFO  | 01/03/2023 06:06:14 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000000 = 0.22784827649593353
INFO  | 01/03/2023 06:06:17 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000001 = 0.22717683017253876
INFO  | 01/03/2023 06:06:20 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000002 = 0.2265072911977768
INFO  | 01/03/2023 06:06:24 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000003 = 0.22583968937397003
INFO  | 01/03/2023 06:06:27 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000004 = 0.22517400979995728
INFO  | 01/03/2023 06:06:30 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000005 = 0.22451026737689972
INFO  | 01/03/2023 06:06:33 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000006 = 0.22384843230247498
INFO  | 01/03/2023 06:06:36 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000007 = 0.22318856418132782
INFO  | 01/03/2023 06:06:39 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000008 = 0.22253060340881348
INFO  | 01/03/2023 06:06:42 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000009 = 0.22187453508377075
INFO  | 01/03/2023 06:06:45 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000010 = 0.22122041881084442
INFO  | 01/03/2023 06:06:47 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000011 = 0.22056815028190613
INFO  | 01/03/2023 06:06:50 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000012 = 0.21991783380508423
INFO  | 01/03/2023 06:06:52 PM | File ctrnn_runner.py      | Line 130   | Training Loss @ epoch 0003 iteration 00000013 = 0.21926948428153992
